road,id,model_type,name,lat,lon,length,condition
Z7506,726000008,sourcesink,Z7506_end,23.4007778,89.597833,0.0,
Z7551,727000000,sourcesink,Z7551_start,23.029166,89.2325271,0.0,
Z7551,727000001,link,Z7551_LRPS_LRP005a,23.029166,89.2325271,4398.0,
Z7551,727000002,bridge,Z7551_LRP005a_LRP005b,23.043388187671237,89.19679208858447,20.000000000000462,0
Z7551,727000003,link,Z7551_LRP005b_LRPE,23.0434719,89.1966386,13071.999999999996,
Z7551,727000004,sourcesink,Z7551_end,23.1004722,89.0992219,0.0,
Z7552,728000000,sourcesink,Z7552_start,22.9045,89.1995274,0.0,
Z7552,728000001,link,Z7552_LRPS_LRP009a,22.9045,89.1995274,8566.0,
Z7552,728000002,bridge,Z7552_LRP009a_LRP009b,22.890833,89.1386386,9.0,0
Z7552,728000003,link,Z7552_LRP009b_LRP012a,22.890833,89.1385274,2676.0,
Z7552,728000004,bridge,Z7552_LRP012a_LRP012b,22.882916,89.1171104,1.0,0
Z7552,728000005,link,Z7552_LRP012b_LRP021b,22.8823882,89.1167216,8162.999999999999,
Z7552,728000006,bridge,Z7552_LRP021b_LRP021c,22.86,89.0434719,30.000000000001137,0
Z7552,728000007,link,Z7552_LRP021c_LRPE,22.8598889,89.0431941,371.9999999999999,
Z7552,728000008,sourcesink,Z7552_end,22.86,89.0402774,0.0,
Z7553,729000000,sourcesink,Z7553_start,22.9083611,89.2193049,0.0,
Z7553,729000001,link,Z7553_LRPS_LRP002b,22.9083611,89.2193049,2376.0,
Z7553,729000002,bridge,Z7553_LRP002b_LRP002c,22.9035278,89.1994997,1.0,0
Z7553,729000003,link,Z7553_LRP002c_LRP029b,22.9034444,89.1994997,27566.000000000004,
Z7553,729000004,bridge,Z7553_LRP029b_LRP029c,22.8323882,89.2680827,19.999999999999574,0
Z7553,729000005,link,Z7553_LRP029c_LRP030b,22.8323882,89.2682216,981.0000000000017,
Z7553,729000006,bridge,Z7553_LRP030b_LRP030c,22.8323882,89.2680827,16.99999999999946,0
Z7553,729000007,link,Z7553_LRP030c_LRPE,22.8323882,89.2682216,2096.0,
Z7553,729000008,sourcesink,Z7553_end,22.8233327,89.2713882,0.0,
Z7602,730000000,sourcesink,Z7602_start,22.7123889,89.0709993,0.0,
Z7602,730000001,link,Z7602_LRPS_LRP004a,22.7123889,89.0709993,4050.0000000000005,
Z7602,730000002,bridge,Z7602_LRP004a_LRP004b,22.6905552,89.0446108,48.00000000000004,0
Z7602,730000003,link,Z7602_LRP004b_LRP012a,22.6905274,89.0441108,7994.999999999999,
Z7602,730000004,bridge,Z7602_LRP012a_LRP012b,22.6431941,88.9897774,2.05,0
Z7602,730000005,link,Z7602_LRP012b_LRP017b,22.6427497,88.9894163,5461.000000000001,
Z7602,730000006,bridge,Z7602_LRP017b_LRP017c,22.5971663,89.0018056,35.99999999999781,0
Z7602,730000007,link,Z7602_LRP017c_LRP032b,22.5968608,89.0017778,15280.000000000002,
Z7602,730000008,bridge,Z7602_LRP032b_LRP032c,22.4716382,89.0293049,39.99999999999915,0
Z7602,730000009,link,Z7602_LRP032c_LRP034a,22.4713882,89.0296104,1506.999999999998,
Z7602,730000010,bridge,Z7602_LRP034a_LRP034b,22.4585278,89.033583,165.00000000000625,0
Z7602,730000011,link,Z7602_LRP034b_LRPE,22.4570556,89.0338886,394.999999999996,
Z7602,730000012,sourcesink,Z7602_end,22.4535278,89.0347219,0.0,
Z7603,731000000,sourcesink,Z7603_start,22.7124167,89.0709993,0.0,
Z7603,731000001,link,Z7603_LRPS_LRPSa,22.7124167,89.0709993,194.0,
Z7603,731000002,bridge,Z7603_LRPSa_LRPSb,22.7119722,89.0727771,21.75,0
Z7603,731000003,link,Z7603_LRPSb_LRP023a,22.7118611,89.0730549,23264.999999999996,
Z7603,731000004,bridge,Z7603_LRP023a_LRP023b,22.5508056,89.1730827,240.87,2
Z7603,731000005,link,Z7603_LRP023b_LRP026a,22.5491108,89.171916,2174.0,
Z7603,731000006,ferry,Z7603_LRP026a_LRP026b,22.5520278,89.1861663,256.0000000000002,
Z7603,731000007,link,Z7603_LRP026b_LRPE,22.55475,89.188083,25852.000000000004,
Z7603,731000008,sourcesink,Z7603_end,22.5783882,89.3005833,0.0,
Z7604,732000000,sourcesink,Z7604_start,22.8234716,89.2719438,0.0,
Z7604,732000001,link,Z7604_LRPS_LRP032c,22.8234716,89.2719438,32731.0,
Z7604,732000002,bridge,Z7604_LRP032c_LRP032d,22.5827216,89.3048889,348.99999999999665,0
Z7604,732000003,link,Z7604_LRP032d_LRP047a,22.5803604,89.3026667,15097.0,
Z7604,732000004,bridge,Z7604_LRP047a_LRP047b,22.4766104,89.2873886,3.6,0
Z7604,732000005,link,Z7604_LRP047b_LRP049b,22.4763327,89.2871663,2082.999999999998,
Z7604,732000006,bridge,Z7604_LRP049b_LRP049c,22.4585278,89.2846108,237.99999999999955,0
Z7604,732000007,link,Z7604_LRP049c_LRPE,22.4565,89.2846941,13044.000000000002,
Z7604,732000008,sourcesink,Z7604_end,22.3488886,89.2885552,0.0,
Z7606,733000000,sourcesink,Z7606_start,22.8003333,89.5386663,0.0,
Z7606,733000001,link,Z7606_LRPS_LRP007b,22.8003333,89.5386663,6737.000000000001,
Z7606,733000002,bridge,Z7606_LRP007b_LRP007c,22.7467774,89.5184716,264.99999999999966,0
Z7606,733000003,link,Z7606_LRP007c_LRP008c,22.7445274,89.5177493,1014.9999999999998,
Z7606,733000004,bridge,Z7606_LRP008c_LRP008d,22.7373886,89.5128889,18.000000000000682,0
Z7606,733000005,link,Z7606_LRP008d_LRP029,22.7372774,89.5128889,21996.999999999996,
Z7606,733000006,sourcesink,Z7606_end,22.5751938,89.4987497,0.0,
Z7607,734000000,sourcesink,Z7607_start,22.5814993,88.9983608,0.0,
Z7607,734000001,link,Z7607_LRPS_LRPE,22.5814993,88.9983608,5423.0,
Z7607,734000002,sourcesink,Z7607_end,22.55807589382845,88.96653409058578,0.0,
Z7609,735000000,sourcesink,Z7609_start,22.3055833,89.1063056,0.0,
Z7609,735000001,link,Z7609_LRPS_LRPE,22.3055833,89.1063056,10605.0,
Z7609,735000002,sourcesink,Z7609_end,22.2682493,89.195583,0.0,
Z7610,736000000,sourcesink,Z7610_start,22.3487497,89.288583,0.0,
Z7610,736000001,link,Z7610_LRPS_LRP032a,22.3487497,89.288583,32253.0,
Z7610,736000002,bridge,Z7610_LRP032a_LRP032b,22.3441663,89.1772771,12.885,3
Z7610,736000003,link,Z7610_LRP032b_LRPE,22.3441663,89.1772493,7729.999999999997,
Z7610,736000004,sourcesink,Z7610_end,22.3372219,89.1063889,0.0,
Z7613,737000000,sourcesink,Z7613_start,22.7591111,89.2539167,0.0,
Z7613,737000001,link,Z7613_LRPS_LRP001a,22.7591111,89.2539167,1312.0,
Z7613,737000002,bridge,Z7613_LRP001a_LRP001b,22.75075,89.2482497,1.9,0
Z7613,737000003,link,Z7613_LRP001b_LRPE,22.7506667,89.2482219,8768.999999999996,
Z7613,737000004,sourcesink,Z7613_end,22.7704993,89.1816382,0.0,
Z7615,738000000,sourcesink,Z7615_start,22.605,89.519916,0.0,
Z7615,738000001,link,Z7615_LRPS_LRP006a,22.605,89.519916,4786.0,
Z7615,738000002,bridge,Z7615_LRP006a_LRP006b,22.6086667,89.4756382,12.95,2
Z7615,738000003,link,Z7615_LRP006b_LRPE,22.60873588551402,89.47550320654206,25301.0,
Z7615,738000004,sourcesink,Z7615_end,22.6882497,89.3074722,0.0,
Z7617,739000000,sourcesink,Z7617_start,22.4534722,89.0348608,0.0,
Z7617,739000001,link,Z7617_LRPS_LRP025a,22.4534722,89.0348608,25531.0,
Z7617,739000002,bridge,Z7617_LRP025a_LRP025b,22.2521111,89.0922219,12.000000000000455,0
Z7617,739000003,link,Z7617_LRP025b_LRPE,22.2520278,89.0922219,1742.000000000001,
Z7617,739000004,sourcesink,Z7617_end,22.2373608,89.0880552,0.0,
Z7618,740000000,sourcesink,Z7618_start,22.5462497,89.173416,0.0,
Z7618,740000001,link,Z7618_LRPS_LRPE,22.5462497,89.173416,31944.999999999996,
Z7618,740000002,sourcesink,Z7618_end,22.3445552,89.1046944,0.0,
Z7619,741000000,sourcesink,Z7619_start,23.0879997,89.1132778,0.0,
Z7619,741000001,link,Z7619_LRPS_LRP012a,23.0879997,89.1132778,12278.0,
Z7619,741000002,bridge,Z7619_LRP012a_LRP012b,22.981916,89.1214993,16.000000000000014,0
Z7619,741000003,link,Z7619_LRP012b_LRPE,22.9817771,89.1215549,12575.999999999998,
Z7619,741000004,sourcesink,Z7619_end,22.907,89.1389163,0.0,
Z7701,742000000,sourcesink,Z7701_start,22.3994441,89.8136389,0.0,
Z7701,742000001,link,Z7701_LRPS_LRP003a,22.3994441,89.8136389,3230.0,
Z7701,742000002,bridge,Z7701_LRP003a_LRP003b,22.40275,89.7844441,10.5,2
Z7701,742000003,link,Z7701_LRP003b_LRP005a,22.4027222,89.7844441,1987.0000000000002,
Z7701,742000004,bridge,Z7701_LRP005a_LRP005b,22.4113611,89.7672216,11.999999999999567,0
Z7701,742000005,link,Z7701_LRP005b_LRP018a,22.4113333,89.7671104,13456.000000000002,
Z7701,742000006,bridge,Z7701_LRP018a_LRP018b,22.4635833,89.6819438,20.5,1
Z7701,742000007,link,Z7701_LRP018b_LRP021a,22.4636111,89.681666,2519.9999999999995,
Z7701,742000008,bridge,Z7701_LRP021a_LRP021b,22.4694438,89.6580556,17.675,0
Z7701,742000009,link,Z7701_LRP021b_LRP022a,22.4692493,89.6579444,1672.0000000000007,
Z7701,742000010,bridge,Z7701_LRP022a_LRP022b,22.4719438,89.6424997,13.0,2
Z7701,742000011,link,Z7701_LRP022b_LRPE,22.4721104,89.6424997,2945.9999999999977,
Z7701,742000012,sourcesink,Z7701_end,22.4731382,89.6148056,0.0,
Z7702,743000000,sourcesink,Z7702_start,22.6059167,89.849583,0.0,
Z7702,743000001,link,Z7702_LRPS_LRP002a,22.6059167,89.849583,1636.0,
Z7702,743000002,bridge,Z7702_LRP002a_LRP002b,22.5916108,89.8482497,27.880000000000003,2
Z7702,743000003,link,Z7702_LRP002b_LRP017d,22.591333,89.8488052,14856.999999999996,
Z7702,743000004,ferry,Z7702_LRP017d_LRP017e,22.467166,89.8605833,371.9999999999999,
Z7702,743000005,link,Z7702_LRP017e_LRP019a,22.4648056,89.85625,1344.0000000000011,
Z7702,743000006,bridge,Z7702_LRP019a_LRP019b,22.4546111,89.8522222,49.5,0
Z7702,743000007,link,Z7702_LRP019b_LRP027c,22.4543056,89.8519722,8534.000000000002,
Z7702,743000008,bridge,Z7702_LRP027c_LRP027d,22.3924719,89.8138889,21.575000000000003,1
Z7702,743000009,link,Z7702_LRP027d_LRP034c,22.3919719,89.8138611,6857.000000000003,
Z7702,743000010,bridge,Z7702_LRP034c_LRP034d,22.3341941,89.81075,30.049999999999997,0
Z7702,743000011,link,Z7702_LRP034d_LRP037a,22.3341663,89.8110278,2711.000000000006,
Z7702,743000012,bridge,Z7702_LRP037a_LRP037b,22.3283604,89.8361386,46.45,2
Z7702,743000013,link,Z7702_LRP037b_LRP038a,22.3298604,89.8364163,1055.9999999999975,
Z7702,743000014,bridge,Z7702_LRP038a_LRP038b,22.3236382,89.8441663,27.39,0
Z7702,743000015,link,Z7702_LRP038b_LRP039b,22.323416,89.8444997,893.0000000000007,
Z7702,743000016,bridge,Z7702_LRP039b_LRP039c,22.3164444,89.8486108,91.99999999999875,0
Z7702,743000017,link,Z7702_LRP039c_LRP046a,22.3155556,89.8486108,6653.0000000000055,
Z7702,743000018,bridge,Z7702_LRP046a_LRP046b,22.2644444,89.8297493,80.45,0
Z7702,743000019,link,Z7702_LRP046b_LRP047a,22.2639722,89.8298882,945.999999999998,
Z7702,743000020,bridge,Z7702_LRP047a_LRP047b,22.2556853,89.82839076451613,36.000000000001364,0
Z7702,743000021,link,Z7702_LRP047b_LRPE,22.2551111,89.8283327,5762.0,
Z7702,743000022,sourcesink,Z7702_end,22.2116111,89.8099722,0.0,
Z7703,744000000,sourcesink,Z7703_start,22.6059444,89.8494997,0.0,
Z7703,744000001,link,Z7703_LRPS_LRP006a,22.6059444,89.8494997,5537.0,
Z7703,744000002,bridge,Z7703_LRP006a_LRP006b,22.6436941,89.8788327,5.77,2
Z7703,744000003,link,Z7703_LRP006b_LRPE,22.6438608,89.8791104,1898.0000000000005,
Z7703,744000004,sourcesink,Z7703_end,22.6546389,89.8888052,0.0,
Z7704,745000000,sourcesink,Z7704_start,22.581166,89.9680827,0.0,
Z7704,745000001,link,Z7704_LRPS_LRP002b,22.581166,89.9680827,2696.0000000000005,
Z7704,745000002,bridge,Z7704_LRP002b_LRP002c,22.6044444,89.9657222,20.000000000000018,0
Z7704,745000003,link,Z7704_LRP002c_LRP004b,22.6045556,89.9656667,2072.9999999999995,
Z7704,745000004,bridge,Z7704_LRP004b_LRP004c,22.6195271,89.9576389,5.4,2
Z7704,745000005,link,Z7704_LRP004c_LRP008a,22.6197216,89.9576389,3439.000000000002,
Z7704,745000006,bridge,Z7704_LRP008a_LRP008b,22.6493608,89.9532778,1.95,3
Z7704,745000007,link,Z7704_LRP008b_LRP013a,22.649583,89.9531667,4832.000000000002,
Z7704,745000008,bridge,Z7704_LRP013a_LRP013b,22.692083,89.9617778,4.05,3
Z7704,745000009,link,Z7704_LRP013b_LRP014a,22.6924163,89.9618056,932.0000000000003,
Z7704,745000010,bridge,Z7704_LRP014a_LRP014b,22.7003611,89.9643611,5.2,0
Z7704,745000011,link,Z7704_LRP014b_LRP014f,22.7005278,89.9644444,766.0,
Z7704,745000012,bridge,Z7704_LRP014f_LRP014g,22.7068333,89.9671104,107.99999999999876,0
Z7704,745000013,link,Z7704_LRP014g_LRP021a,22.7078333,89.9673049,6159.0,
Z7704,745000014,bridge,Z7704_LRP021a_LRP021b,22.7609444,89.9555833,5.8,0
Z7704,745000015,link,Z7704_LRP021b_LRP024a,22.7614167,89.956,3083.9999999999995,
Z7704,745000016,bridge,Z7704_LRP024a_LRP024b,22.7888052,89.9542778,7.35,2
Z7704,745000017,link,Z7704_LRP024b_LRP025a,22.7888886,89.9542778,880.0000000000025,
Z7704,745000018,bridge,Z7704_LRP025a_LRP025b,22.796583,89.9523056,68.905,1
Z7704,745000019,link,Z7704_LRP025b_LRP026a,22.7967219,89.9523056,946.9999999999992,
Z7704,745000020,bridge,Z7704_LRP026a_LRP026b,22.80475,89.9492774,6.75,0
Z7704,745000021,link,Z7704_LRP026b_LRP028a,22.8049722,89.9492219,2059.9999999999986,
Z7704,745000022,bridge,Z7704_LRP028a_LRP028b,22.8193049,89.9407219,9.075,2
Z7704,745000023,link,Z7704_LRP028b_LRP031a,22.8199993,89.9414163,2858.0000000000005,
Z7704,745000024,bridge,Z7704_LRP031a_LRP031b,22.8441663,89.9388052,5.5,2
Z7704,745000025,link,Z7704_LRP031b_LRP039b,22.8443052,89.9387219,7888.000000000002,
Z7704,745000026,bridge,Z7704_LRP039b_LRP039c,22.894833,89.8902774,12.999999999998124,0
Z7704,745000027,link,Z7704_LRP039c_LRP042a,22.8948608,89.8902497,2609.000000000002,
Z7704,745000028,bridge,Z7704_LRP042a_LRP042b,22.9107222,89.873166,13.42,0
Z7704,745000029,link,Z7704_LRP042b_LRP048a,22.9107222,89.8730271,6267.000000000003,
Z7704,745000030,bridge,Z7704_LRP048a_LRP048b,22.9445552,89.8285271,10.14,0
Z7704,745000031,link,Z7704_LRP048b_LRPE,22.9446108,89.8284716,1067.0000000000002,
Z7704,745000032,sourcesink,Z7704_end,22.9513611,89.821916,0.0,
Z7705,746000000,sourcesink,Z7705_start,22.4672771,89.8610278,0.0,
Z7705,746000001,link,Z7705_LRPS_LRPSb,22.4672771,89.8610278,900.0000000000001,
Z7705,746000002,bridge,Z7705_LRPSb_LRPSc,22.4621944,89.8665278,20.000000000000018,0
Z7705,746000003,link,Z7705_LRPSc_LRP010a,22.4620278,89.8666111,10000.0,
Z7705,746000004,sourcesink,Z7705_end,22.4665556,89.9431941,0.0,
Z7706,747000000,sourcesink,Z7706_start,22.7050278,89.9665833,0.0,
Z7706,747000001,link,Z7706_LRPS_LRPE,22.7050278,89.9665833,2990.000000000001,
Z7706,747000002,sourcesink,Z7706_end,22.70030014,89.99055130714285,0.0,
Z7707,748000000,sourcesink,Z7707_start,22.5971108,90.0115833,0.0,
Z7707,748000001,link,Z7707_LRPS_LRPSa,22.5971108,90.0115833,11.0,
Z7707,748000002,bridge,Z7707_LRPSa_LRPSb,22.5971663,90.0115278,24.999999999999996,0
Z7707,748000003,link,Z7707_LRPSb_LRP001b,22.597333,90.0113611,1371.0,
Z7707,748000004,bridge,Z7707_LRP001b_LRP001c,22.6080833,90.0123889,42.000000000000036,0
Z7707,748000005,link,Z7707_LRP001c_LRP001d,22.6084444,90.0122778,319.99999999999983,
Z7707,748000006,bridge,Z7707_LRP001d_LRP001e,22.6109444,90.0111667,63.00000000000017,0
Z7707,748000007,link,Z7707_LRP001e_LRP008a,22.6113889,90.0115,7042.000000000001,
Z7707,748000008,bridge,Z7707_LRP008a_LRP008b,22.6689993,90.0109444,33.99999999999892,0
Z7707,748000009,link,Z7707_LRP008b_LRP010b,22.6692216,90.0107778,1516.0,
Z7707,748000010,bridge,Z7707_LRP010b_LRP010c,22.6740827,89.9991108,32.00000000000003,0
Z7707,748000011,link,Z7707_LRP010c_LRP011a,22.6739438,89.998833,1011.000000000001,
Z7707,748000012,bridge,Z7707_LRP011a_LRP011b,22.6785271,89.9919997,23.999999999999133,0
Z7707,748000013,link,Z7707_LRP011b_LRP013a,22.6787216,89.9919997,1976.000000000001,
Z7707,748000014,bridge,Z7707_LRP013a_LRP013b,22.6937219,89.9922219,42.99999999999926,0
Z7707,748000015,link,Z7707_LRP013b_LRP018a,22.694083,89.992333,5475.0,
Z7707,748000016,bridge,Z7707_LRP018a_LRP018b,22.7039722,90.0138611,13.999999999999346,0
Z7707,748000017,link,Z7707_LRP018b_LRP020b,22.7041944,90.0140278,1298.0000000000016,
Z7707,748000018,bridge,Z7707_LRP020b_LRP020c,22.7068056,90.0248604,15.000000000000568,0
Z7707,748000019,link,Z7707_LRP020c_LRP021d,22.7068611,90.0249993,1250.9999999999977,
Z7707,748000020,bridge,Z7707_LRP021d_LRP021e,22.7101944,90.0357219,14.000000000002899,0
Z7707,748000021,link,Z7707_LRP021e_LRP022b,22.7102222,90.0358608,993.9999999999998,
Z7707,748000022,bridge,Z7707_LRP022b_LRP022c,22.7121389,90.0446663,8.999999999996788,0
Z7707,748000023,link,Z7707_LRP022c_LRP024a,22.7120833,90.0447497,1471.0000000000002,
Z7707,748000024,bridge,Z7707_LRP024a_LRP024b,22.7188604,90.0561389,36.000000000001364,0
Z7707,748000025,link,Z7707_LRP024b_LRP024c,22.7190271,90.0563333,321.0000000000015,
Z7707,748000026,bridge,Z7707_LRP024c_LRP024d,22.7213327,90.0581944,32.00000000000003,0
Z7707,748000027,link,Z7707_LRP024d_LRP024h,22.7215271,90.0583611,532.0,
Z7707,748000028,bridge,Z7707_LRP024h_LRP024i,22.7248882,90.0613056,13.999999999999346,0
Z7707,748000029,link,Z7707_LRP024i_LRP025a,22.7249716,90.0613889,94.99999999999886,
Z7707,748000030,bridge,Z7707_LRP025a_LRP025b,22.7254438,90.0620833,13.999999999999346,0
Z7707,748000031,link,Z7707_LRP025b_LRP027e,22.7254716,90.0622222,2615.0000000000023,
Z7707,748000032,bridge,Z7707_LRP027e_LRP027f,22.7369441,90.0801104,18.99999999999835,0
Z7707,748000033,link,Z7707_LRP027f_LRP028c,22.737083,90.0801104,881.0000000000002,
Z7707,748000034,bridge,Z7707_LRP028c_LRP028d,22.7445274,90.0819438,19.999999999999574,0
Z7707,748000035,link,Z7707_LRP028d_LRP029a,22.7446663,90.0820271,380.0000000000026,
Z7707,748000036,bridge,Z7707_LRP029a_LRP029b,22.7473052,90.083833,224.0000000000002,0
Z7707,748000037,link,Z7707_LRP029b_LRPE,22.7491386,90.0842219,1765.9999999999984,
Z7707,748000038,sourcesink,Z7707_end,22.7457219,90.0989163,0.0,
Z7708,749000000,sourcesink,Z7708_start,22.6652778,89.7583889,0.0,
Z7708,749000001,link,Z7708_LRPS_LRP003b,22.6652778,89.7583889,3336.0,
Z7708,749000002,bridge,Z7708_LRP003b_LRP003c,22.6772493,89.7834719,1.95,2
Z7708,749000003,link,Z7708_LRP003c_LRP008b,22.6784993,89.7874997,4428.0,
Z7708,749000004,bridge,Z7708_LRP008b_LRP008c,22.7035,89.8018333,4.35,3
Z7708,749000005,link,Z7708_LRP008c_LRP011a,22.7034722,89.8020278,2935.9999999999995,
Z7708,749000006,bridge,Z7708_LRP011a_LRP011b,22.7154444,89.823916,2.3,2
Z7708,749000007,link,Z7708_LRP011b_LRP013a,22.7154722,89.8239716,2221.0,
Z7708,749000008,bridge,Z7708_LRP013a_LRP013b,22.7139444,89.8448608,5.42,2
Z7708,749000009,link,Z7708_LRP013b_LRP016b,22.7143611,89.8451108,3025.999999999998,
Z7708,749000010,bridge,Z7708_LRP016b_LRP016c,22.7401941,89.8429997,21.000000000000796,0
Z7708,749000011,link,Z7708_LRP016c_LRP018c,22.7403052,89.8429719,2426.000000000002,
Z7708,749000012,bridge,Z7708_LRP018c_LRP018d,22.7579167,89.8481941,19.999999999999574,0
Z7708,749000013,link,Z7708_LRP018d_LRP019a,22.7579722,89.8483052,969.9999999999989,
Z7708,749000014,bridge,Z7708_LRP019a_LRP019b,22.7631111,89.8559444,3.6,0
Z7708,749000015,link,Z7708_LRP019b_LRP023a,22.7631389,89.8560278,3611.999999999998,
Z7708,749000016,bridge,Z7708_LRP023a_LRP023b,22.7855274,89.8780549,25.00000000000213,0
Z7708,749000017,link,Z7708_LRP023b_LRPE,22.7856941,89.8780271,914.9999999999991,
Z7708,749000018,sourcesink,Z7708_end,22.7928886,89.8763882,0.0,
Z7709,750000000,sourcesink,Z7709_start,22.5795549,89.9629444,0.0,
Z7709,750000001,link,Z7709_LRPS_LRP003a,22.5795549,89.9629444,3985.0,
Z7709,750000002,bridge,Z7709_LRP003a_LRP003b,22.5848052,89.9988886,14.0,0
Z7709,750000003,link,Z7709_LRP003b_LRP004a,22.58477925333333,89.99909598666666,701.0000000000001,
Z7709,750000004,bridge,Z7709_LRP004a_LRP004b,22.5883608,90.0047222,13.870000000000001,0
Z7709,750000005,link,Z7709_LRP004b_LRP006,22.5883886,90.0047222,1285.0000000000002,
Z7709,750000006,sourcesink,Z7709_end,22.5976386,90.0120278,0.0,
Z7710,751000000,sourcesink,Z7710_start,22.777916,90.1623333,0.0,
Z7710,751000001,link,Z7710_LRPS_LRP002d,22.777916,90.1623333,2850.0000000000005,
Z7710,751000002,bridge,Z7710_LRP002d_LRP002e,22.7902219,90.1436941,20.000000000000018,0
Z7710,751000003,link,Z7710_LRP002e_LRP004a,22.7901941,90.1435552,1349.9999999999998,
Z7710,751000004,bridge,Z7710_LRP004a_LRP004b,22.790333,90.131916,27.000000000000135,0
Z7710,751000005,link,Z7710_LRP004b_LRP005a,22.790333,90.1317493,903.0000000000005,
Z7710,751000006,bridge,Z7710_LRP005a_LRP005b,22.7942774,90.1269716,40.000000000000036,0
Z7710,751000007,link,Z7710_LRP005b_LRP005c,22.7944719,90.1267216,750.9999999999994,
Z7710,751000008,bridge,Z7710_LRP005c_LRP005d,22.7989163,90.1229716,59.00000000000016,0
Z7710,751000009,link,Z7710_LRP005d_LRP006a,22.7993608,90.1227216,131.99999999999966,
Z7710,751000010,bridge,Z7710_LRP006a_LRP006b,22.7992774,90.1216104,12.9999999999999,0
Z7710,751000011,link,Z7710_LRP006b_LRP006c,22.7992497,90.1214716,295.0000000000008,
Z7710,751000012,bridge,Z7710_LRP006c_LRP006d,22.7992774,90.1187216,14.99999999999968,0
Z7710,751000013,link,Z7710_LRP006d_LRP006e,22.7993052,90.1185827,314.9999999999995,
Z7710,751000014,bridge,Z7710_LRP006e_LRP006f,22.8005833,90.1158611,19.000000000000128,0
Z7710,751000015,link,Z7710_LRP006f_LRP007a,22.8006944,90.11575,371.00000000000045,
Z7710,751000016,bridge,Z7710_LRP007a_LRP007b,22.80225,90.1128889,19.999999999999574,0
Z7710,751000017,link,Z7710_LRP007b_LRP007d,22.8023889,90.1128611,339.99999999999983,
Z7710,751000018,bridge,Z7710_LRP007d_LRP007e,22.8047778,90.1113056,22.00000000000024,0
Z7710,751000019,link,Z7710_LRP007e_LRP008a,22.8048611,90.11125,477.9999999999998,
Z7710,751000020,bridge,Z7710_LRP008a_LRP008b,22.8077222,90.1083889,380.0000000000008,0
Z7710,751000021,link,Z7710_LRP008b_LRP008c,22.8076389,90.1048611,70.00000000000028,
Z7710,751000022,bridge,Z7710_LRP008c_LRP008e,22.8076944,90.1043889,250.0,0
Z7710,751000023,link,Z7710_LRP008e_LRP009a,22.80825,90.1019722,399.9999999999986,
Z7710,751000024,bridge,Z7710_LRP009a_LRP009b,22.8101389,90.0996663,20.00000000000135,0
Z7710,751000025,link,Z7710_LRP009b_LRP010g,22.8101111,90.0995552,1539.999999999999,
Z7710,751000026,bridge,Z7710_LRP010g_LRP010h,22.8130833,90.0881663,19.999999999999574,0
Z7710,751000027,link,Z7710_LRP010h_LRP011b,22.8130833,90.0880274,770.0000000000014,
Z7710,751000028,bridge,Z7710_LRP011b_LRP011c,22.8144167,90.0811382,19.999999999999574,0
Z7710,751000029,link,Z7710_LRP011c_LRP011e,22.8144167,90.0811104,291.00000000000034,
Z7710,751000030,bridge,Z7710_LRP011e_LRP011f,22.8154444,90.0783327,8.999999999998565,0
Z7710,751000031,link,Z7710_LRP011f_LRP011g,22.8154722,90.0783049,140.00000000000057,
Z7710,751000032,bridge,Z7710_LRP011g_LRP011h,22.8159722,90.0773882,19.999999999999574,0
Z7710,751000033,link,Z7710_LRP011h_LRP012b,22.8159722,90.0772493,370.00000000000097,
Z7710,751000034,bridge,Z7710_LRP012b_LRP012c,22.8154444,90.0737493,35.00000000000014,0
Z7710,751000035,link,Z7710_LRP012c_LRP012d,22.8154167,90.073666,115.00000000000021,
Z7710,751000036,bridge,Z7710_LRP012d_LRP012e,22.8146111,90.0726938,14.999999999998792,0
Z7710,751000037,link,Z7710_LRP012e_LRP012f,22.8145556,90.0725827,175.0000000000007,
Z7710,751000038,bridge,Z7710_LRP012f_LRP012g,22.8139722,90.0709993,19.999999999999574,0
Z7710,751000039,link,Z7710_LRP012g_LRP012h,22.8139167,90.0708327,99.99999999999964,
Z7710,751000040,bridge,Z7710_LRP012h_LRP012i,22.8136389,90.0699716,15.000000000000568,0
Z7710,751000041,link,Z7710_LRP012i_LRP013a,22.8136389,90.0698882,214.99999999999983,
Z7710,751000042,bridge,Z7710_LRP013a_LRP013b,22.8146111,90.0678882,15.000000000000568,0
Z7710,751000043,link,Z7710_LRP013b_LRP013c,22.8146944,90.0678327,254.999999999999,
Z7710,751000044,bridge,Z7710_LRP013c_LRP013d,22.8151389,90.0656667,28.00000000000047,0
Z7710,751000045,link,Z7710_LRP013d_LRP013e,22.8153333,90.0655833,131.99999999999966,
Z7710,751000046,bridge,Z7710_LRP013e_LRP013f,22.8151944,90.0643333,9.999999999999787,0
Z7710,751000047,link,Z7710_LRP013f_LRP013g,22.8151944,90.0642222,120.000000000001,
Z7710,751000048,bridge,Z7710_LRP013g_LRP013i,22.8148611,90.0631667,240.00000000000023,0
Z7710,751000049,link,Z7710_LRP013i_LRP013j,22.8148611,90.0610833,14.999999999998792,
Z7710,751000050,bridge,Z7710_LRP013j_LRP014,22.8148889,90.061,175.0000000000007,0
Z7710,751000051,link,Z7710_LRP014_LRP014b,22.815,90.0594444,29.99999999999936,
